date,city,store,product_category,unit_price,quantity,total_sales,year,month
2024-11-20,Leipzig,Aldi,Household,13.72,20,274.4,2024,11
2023-11-14,Leipzig,Edeka,Beverages,2.27,20,45.4,2023,11
2023-03-25,Frankfurt,Lidl,Produce,3.86,4,15.44,2023,3
2023-11-14,Stuttgart,Aldi,Beverages,4.17,15,62.55,2023,11
2023-04-21,Cologne,Edeka,Household,4.34,16,69.44,2023,4
2023-09-08,Cologne,Lidl,Household,11.54,13,150.02,2023,9
2024-01-18,Hamburg,Aldi,Snacks,0.87,8,6.96,2024,1
2023-01-07,Leipzig,Aldi,Beverages,3.59,19,68.21,2023,1
2024-04-03,Stuttgart,Aldi,Produce,1.03,1,1.03,2024,4
2023-03-25,Frankfurt,Lidl,Snacks,2.62,11,28.82,2023,3
2023-07-27,Cologne,REWE,Dairy,1.93,17,32.81,2023,7
2024-01-25,Stuttgart,Lidl,Dairy,3.78,18,68.04,2024,1
2023-11-10,Hamburg,Edeka,Dairy,2.61,13,33.93,2023,11
2023-01-22,Stuttgart,REWE,Produce,0.86,3,2.58,2023,1
2024-02-14,Munich,Aldi,Produce,3.19,3,9.57,2024,2
2024-05-29,Frankfurt,Lidl,Snacks,0.74,7,5.18,2024,5
2023-05-07,Munich,REWE,Dairy,1.89,19,35.91,2023,5
2024-11-30,Hamburg,Lidl,Household,5.5,15,82.5,2024,11
2023-01-14,Leipzig,Lidl,Bakery,3.94,14,55.16,2023,1
2023-01-12,Frankfurt,Edeka,Beverages,2.22,14,31.08,2023,1
2023-03-28,Berlin,Lidl,Household,10.8,12,129.6,2023,3
2024-06-07,Berlin,Aldi,Dairy,1.75,9,15.75,2024,6
2024-06-20,Berlin,REWE,Dairy,1.09,4,4.36,2024,6
2023-10-28,Stuttgart,Aldi,Dairy,1.03,4,4.12,2023,10
2023-08-31,Cologne,Edeka,Dairy,4.23,20,84.6,2023,8
2023-05-02,Stuttgart,Edeka,Household,3.26,18,58.68,2023,5
2023-05-27,Stuttgart,Edeka,Snacks,3.03,17,51.51,2023,5
2024-07-20,Stuttgart,Edeka,Beverages,3.72,20,74.4,2024,7
2023-12-22,Stuttgart,REWE,Dairy,2.4,5,12.0,2023,12
2024-11-15,Leipzig,Edeka,Snacks,3.49,15,52.35,2024,11
2024-09-22,Berlin,Aldi,Household,13.58,8,108.64,2024,9
2023-11-05,Cologne,Lidl,Dairy,1.68,11,18.48,2023,11
2024-11-25,Cologne,Aldi,Household,9.79,11,107.69,2024,11
2023-10-15,Hamburg,Lidl,Bakery,1.31,8,10.48,2023,10
2023-11-03,Berlin,REWE,Household,9.77,9,87.93,2023,11
2024-08-16,Frankfurt,REWE,Snacks,1.05,2,2.1,2024,8
2024-12-23,Stuttgart,Edeka,Bakery,2.81,19,53.39,2024,12
2024-10-23,Cologne,Lidl,Dairy,4.4,4,17.6,2024,10
2024-07-02,Hamburg,Lidl,Beverages,3.91,7,27.37,2024,7
2023-12-18,Cologne,Edeka,Snacks,1.05,13,13.65,2023,12
2023-11-08,Frankfurt,Aldi,Bakery,3.36,11,36.96,2023,11
2023-02-28,Frankfurt,Aldi,Household,6.32,10,63.2,2023,2
2024-10-04,Berlin,Aldi,Bakery,1.1,1,1.1,2024,10
2024-12-14,Leipzig,REWE,Beverages,4.28,6,25.68,2024,12
2023-02-04,Cologne,Lidl,Snacks,3.03,1,3.03,2023,2
2024-03-20,Leipzig,REWE,Produce,2.67,15,40.05,2024,3
2023-04-03,Frankfurt,Lidl,Bakery,3.78,17,64.26,2023,4
2023-07-26,Munich,Lidl,Snacks,2.61,4,10.44,2023,7
2023-12-19,Frankfurt,Edeka,Produce,3.31,12,39.72,2023,12
2023-11-28,Frankfurt,REWE,Snacks,1.69,5,8.45,2023,11
2024-12-25,Cologne,Aldi,Dairy,1.95,2,3.9,2024,12
2023-06-08,Stuttgart,Aldi,Bakery,1.71,18,30.78,2023,6
2023-01-24,Frankfurt,REWE,Produce,4.81,13,62.53,2023,1
2024-02-08,Hamburg,Edeka,Beverages,4.25,5,21.25,2024,2
2024-05-30,Stuttgart,Lidl,Beverages,3.97,16,63.52,2024,5
2023-12-30,Frankfurt,REWE,Dairy,1.99,18,35.82,2023,12
2024-01-17,Munich,Aldi,Dairy,2.11,3,6.33,2024,1
2024-06-15,Frankfurt,Edeka,Household,5.63,2,11.26,2024,6
2023-06-01,Berlin,Lidl,Produce,1.21,10,12.1,2023,6
2024-07-15,Cologne,Edeka,Bakery,3.74,17,63.58,2024,7
2024-11-19,Munich,REWE,Bakery,2.66,15,39.9,2024,11
2024-08-30,Hamburg,Aldi,Household,11.53,19,219.07,2024,8
2024-09-08,Leipzig,Lidl,Beverages,3.38,20,67.6,2024,9
2024-02-24,Frankfurt,Edeka,Dairy,1.01,11,11.11,2024,2
2023-09-07,Frankfurt,REWE,Household,8.11,9,72.99,2023,9
2023-04-27,Leipzig,REWE,Beverages,1.21,13,15.73,2023,4
2024-05-26,Leipzig,Aldi,Produce,4.76,10,47.6,2024,5
2024-07-31,Leipzig,REWE,Beverages,2.71,7,18.97,2024,7
2023-12-01,Hamburg,Edeka,Beverages,1.77,4,7.08,2023,12
2024-02-22,Leipzig,REWE,Dairy,1.64,12,19.68,2024,2
2023-10-22,Frankfurt,REWE,Dairy,4.17,10,41.7,2023,10
2024-01-06,Leipzig,Edeka,Bakery,1.46,10,14.6,2024,1
2023-07-05,Berlin,REWE,Bakery,1.23,8,9.84,2023,7
2023-09-03,Stuttgart,Aldi,Household,10.03,17,170.51,2023,9
2024-09-28,Stuttgart,Lidl,Bakery,1.1,7,7.7,2024,9
2023-09-25,Munich,Lidl,Beverages,3.36,4,13.44,2023,9
2024-10-04,Frankfurt,REWE,Beverages,4.39,18,79.02,2024,10
2023-08-25,Hamburg,Aldi,Snacks,1.09,2,2.18,2023,8
2024-06-13,Leipzig,REWE,Produce,4.01,10,40.1,2024,6
2024-07-05,Hamburg,REWE,Snacks,1.9,15,28.5,2024,7
2023-01-21,Munich,REWE,Produce,3.7,1,3.7,2023,1
2024-06-03,Berlin,REWE,Household,5.3,17,90.1,2024,6
2023-04-10,Munich,Lidl,Dairy,2.42,19,45.98,2023,4
2024-04-22,Frankfurt,REWE,Household,8.19,7,57.33,2024,4
2024-08-21,Stuttgart,REWE,Beverages,2.48,5,12.4,2024,8
2023-10-25,Berlin,REWE,Snacks,2.92,10,29.2,2023,10
2024-06-09,Berlin,Lidl,Household,4.31,17,73.27,2024,6
2023-11-30,Hamburg,Aldi,Beverages,4.32,1,4.32,2023,11
2023-01-02,Berlin,Aldi,Snacks,3.31,12,39.72,2023,1
2024-01-10,Frankfurt,Aldi,Bakery,3.48,3,10.44,2024,1
2023-10-20,Leipzig,Aldi,Produce,3.94,10,39.4,2023,10
2024-07-06,Frankfurt,Aldi,Bakery,1.26,8,10.08,2024,7
2023-11-14,Leipzig,Edeka,Household,11.87,10,118.7,2023,11
2024-05-16,Frankfurt,REWE,Beverages,2.87,20,57.4,2024,5
2024-01-16,Stuttgart,REWE,Dairy,1.18,14,16.52,2024,1
2024-09-14,Cologne,Aldi,Dairy,3.38,5,16.9,2024,9
2023-01-14,Berlin,Edeka,Bakery,1.01,13,13.13,2023,1
2024-05-18,Berlin,Lidl,Snacks,1.77,6,10.62,2024,5
2023-08-19,Frankfurt,Edeka,Bakery,3.55,14,49.7,2023,8
2023-03-25,Leipzig,REWE,Dairy,3.34,15,50.1,2023,3
2023-05-10,Hamburg,Aldi,Bakery,2.46,11,27.06,2023,5
2023-05-25,Stuttgart,Edeka,Produce,4.47,7,31.29,2023,5
2023-01-28,Berlin,Lidl,Bakery,3.2,13,41.6,2023,1
2023-03-07,Cologne,Aldi,Snacks,2.02,4,8.08,2023,3
2023-06-12,Berlin,Lidl,Beverages,4.74,12,56.88,2023,6
2023-08-17,Munich,Aldi,Bakery,3.63,20,72.6,2023,8
2023-09-18,Cologne,REWE,Produce,1.15,9,10.35,2023,9
2024-03-24,Hamburg,Aldi,Household,4.6,3,13.8,2024,3
2024-02-28,Cologne,Aldi,Snacks,2.73,14,38.22,2024,2
2024-04-04,Cologne,Aldi,Produce,1.27,15,19.05,2024,4
2024-11-06,Berlin,Aldi,Snacks,1.17,10,11.7,2024,11
2023-10-28,Cologne,Edeka,Household,10.53,17,179.01,2023,10
2023-10-30,Frankfurt,Edeka,Dairy,2.78,5,13.9,2023,10
2023-10-14,Stuttgart,Edeka,Dairy,3.6,3,10.8,2023,10
2024-01-30,Cologne,Aldi,Beverages,2.59,14,36.26,2024,1
2023-01-10,Berlin,Lidl,Beverages,4.04,1,4.04,2023,1
2024-12-07,Frankfurt,Edeka,Snacks,3.21,16,51.36,2024,12
2024-09-21,Hamburg,REWE,Produce,4.57,8,36.56,2024,9
2023-09-27,Munich,Edeka,Produce,3.44,19,65.36,2023,9
2024-08-14,Cologne,Edeka,Bakery,0.87,14,12.18,2024,8
2024-08-27,Frankfurt,REWE,Dairy,2.76,13,35.88,2024,8
2023-12-27,Frankfurt,REWE,Bakery,1.02,3,3.06,2023,12
2023-09-14,Hamburg,Lidl,Beverages,5.95,4,23.8,2023,9
2023-05-13,Hamburg,Aldi,Dairy,4.49,12,53.88,2023,5
2023-10-03,Munich,REWE,Produce,1.02,20,20.4,2023,10
2024-11-13,Munich,Lidl,Household,7.93,14,111.02,2024,11
2024-05-27,Berlin,Aldi,Dairy,3.99,8,31.92,2024,5
2023-11-09,Munich,REWE,Household,3.51,10,35.1,2023,11
2024-07-29,Munich,Lidl,Beverages,3.76,2,7.52,2024,7
2023-10-11,Leipzig,Lidl,Dairy,1.54,19,29.26,2023,10
2023-05-01,Frankfurt,Edeka,Beverages,3.43,8,27.44,2023,5
2023-04-17,Cologne,REWE,Produce,1.41,19,26.79,2023,4
2024-11-17,Leipzig,Aldi,Snacks,2.18,4,8.72,2024,11
2023-07-23,Leipzig,Lidl,Dairy,2.32,16,37.12,2023,7
2023-06-14,Leipzig,Edeka,Snacks,1.8,7,12.6,2023,6
2023-11-01,Cologne,Lidl,Beverages,1.8,8,14.4,2023,11
2024-05-11,Stuttgart,Aldi,Dairy,3.24,15,48.6,2024,5
2024-09-23,Munich,Lidl,Produce,0.82,2,1.64,2024,9
2024-07-09,Leipzig,Edeka,Dairy,4.26,18,76.68,2024,7
2023-06-05,Stuttgart,Aldi,Produce,0.77,17,13.09,2023,6
2024-01-02,Stuttgart,REWE,Beverages,3.06,18,55.08,2024,1
2024-12-19,Berlin,Edeka,Household,5.73,8,45.84,2024,12
2024-09-11,Berlin,Aldi,Household,9.17,11,100.87,2024,9
2023-09-08,Cologne,Lidl,Snacks,0.77,17,13.09,2023,9
2023-11-30,Hamburg,Edeka,Bakery,2.2,20,44.0,2023,11
2024-10-03,Frankfurt,Aldi,Bakery,3.21,11,35.31,2024,10
2024-05-25,Munich,Aldi,Household,12.49,10,124.9,2024,5
2023-10-20,Frankfurt,Edeka,Dairy,4.26,18,76.68,2023,10
2023-01-20,Leipzig,Aldi,Household,3.41,2,6.82,2023,1
2023-10-09,Munich,Aldi,Snacks,2.25,16,36.0,2023,10
2023-01-01,Munich,Lidl,Produce,2.31,11,25.41,2023,1
2023-04-29,Stuttgart,REWE,Bakery,2.87,17,48.79,2023,4
2023-02-04,Cologne,REWE,Snacks,3.03,5,15.15,2023,2
2023-07-17,Frankfurt,Edeka,Snacks,2.38,6,14.28,2023,7
2024-04-29,Frankfurt,Edeka,Beverages,2.15,12,25.8,2024,4
2023-02-28,Hamburg,Aldi,Bakery,1.83,5,9.15,2023,2
2023-06-10,Hamburg,REWE,Beverages,5.46,4,21.84,2023,6
2024-11-21,Frankfurt,Lidl,Snacks,2.58,2,5.16,2024,11
2023-07-25,Hamburg,Lidl,Bakery,2.71,15,40.65,2023,7
2023-01-12,Hamburg,REWE,Produce,1.13,5,5.65,2023,1
2024-05-04,Munich,Edeka,Dairy,2.06,1,2.06,2024,5
2023-10-03,Cologne,REWE,Snacks,1.6,17,27.2,2023,10
2024-11-23,Leipzig,Edeka,Household,2.34,5,11.7,2024,11
2023-08-30,Munich,Lidl,Produce,4.68,7,32.76,2023,8
2023-08-04,Stuttgart,Aldi,Dairy,2.03,18,36.54,2023,8
2023-09-08,Hamburg,Aldi,Bakery,1.13,12,13.56,2023,9
2023-05-06,Munich,Lidl,Produce,2.72,17,46.24,2023,5
2023-08-05,Munich,REWE,Produce,2.52,19,47.88,2023,8
2023-11-02,Berlin,REWE,Dairy,3.95,6,23.7,2023,11
2023-07-04,Munich,REWE,Produce,4.1,18,73.8,2023,7
2023-02-08,Munich,REWE,Bakery,3.3,2,6.6,2023,2
2023-08-11,Cologne,REWE,Bakery,3.78,18,68.04,2023,8
2023-07-03,Frankfurt,Edeka,Snacks,1.75,20,35.0,2023,7
2024-05-09,Berlin,REWE,Dairy,2.98,13,38.74,2024,5
2024-03-02,Berlin,REWE,Beverages,4.35,16,69.6,2024,3
2023-06-27,Berlin,REWE,Bakery,2.31,8,18.48,2023,6
2024-03-03,Stuttgart,Aldi,Beverages,2.22,19,42.18,2024,3
2023-10-21,Berlin,Aldi,Produce,4.55,19,86.45,2023,10
2023-05-31,Cologne,REWE,Dairy,4.13,9,37.17,2023,5
2024-01-19,Frankfurt,REWE,Household,11.98,17,203.66,2024,1
2024-09-29,Stuttgart,Edeka,Dairy,2.08,4,8.32,2024,9
2023-11-04,Cologne,Aldi,Bakery,0.81,12,9.72,2023,11
2023-12-02,Berlin,Lidl,Bakery,2.37,13,30.81,2023,12
2024-01-10,Frankfurt,Aldi,Dairy,2.74,15,41.1,2024,1
2023-01-08,Cologne,REWE,Household,8.34,16,133.44,2023,1
2023-12-07,Frankfurt,Aldi,Beverages,1.48,4,5.92,2023,12
2023-05-09,Stuttgart,REWE,Dairy,3.72,7,26.04,2023,5
2024-10-30,Cologne,Aldi,Household,8.92,13,115.96,2024,10
2023-12-18,Leipzig,Aldi,Snacks,1.32,3,3.96,2023,12
2023-12-24,Frankfurt,Aldi,Household,14.43,10,144.3,2023,12
2024-05-31,Cologne,REWE,Dairy,1.92,9,17.28,2024,5
2024-05-09,Berlin,Lidl,Household,6.96,5,34.8,2024,5
2023-03-27,Berlin,REWE,Beverages,3.01,11,33.11,2023,3
2023-06-24,Berlin,Lidl,Produce,2.31,11,25.41,2023,6
2023-07-12,Stuttgart,Lidl,Beverages,4.21,5,21.05,2023,7
2023-11-07,Leipzig,Lidl,Dairy,1.85,13,24.05,2023,11
2023-04-29,Cologne,Lidl,Dairy,4.14,6,24.84,2023,4
2023-08-06,Frankfurt,Lidl,Produce,3.08,19,58.52,2023,8
2024-03-02,Frankfurt,Edeka,Household,13.44,19,255.36,2024,3
2024-02-18,Hamburg,Lidl,Household,13.93,6,83.58,2024,2
2023-04-24,Munich,Edeka,Household,11.99,12,143.88,2023,4
2023-05-25,Leipzig,REWE,Snacks,1.38,4,5.52,2023,5
2024-06-21,Leipzig,REWE,Bakery,1.86,8,14.88,2024,6
2024-10-09,Berlin,Edeka,Beverages,2.15,8,17.2,2024,10
2023-10-30,Berlin,Aldi,Beverages,3.28,12,39.36,2023,10
2024-08-10,Berlin,Lidl,Dairy,2.69,10,26.9,2024,8
2023-12-11,Hamburg,Edeka,Beverages,2.69,18,48.42,2023,12
2023-01-01,Hamburg,REWE,Household,13.34,18,240.12,2023,1
2023-05-27,Hamburg,REWE,Household,7.14,5,35.7,2023,5
2023-10-14,Berlin,REWE,Produce,3.67,17,62.39,2023,10
2024-10-15,Frankfurt,REWE,Snacks,3.03,3,9.09,2024,10
2023-02-22,Berlin,Edeka,Household,4.09,2,8.18,2023,2
2023-10-31,Leipzig,Aldi,Dairy,3.45,18,62.1,2023,10
2023-03-10,Hamburg,REWE,Bakery,1.31,20,26.2,2023,3
2023-12-27,Hamburg,Aldi,Produce,3.94,5,19.7,2023,12
2024-08-24,Munich,Lidl,Bakery,2.62,14,36.68,2024,8
2023-08-08,Cologne,Aldi,Beverages,3.57,3,10.71,2023,8
2024-12-04,Munich,REWE,Beverages,3.65,19,69.35,2024,12
2024-07-28,Munich,Edeka,Snacks,1.82,16,29.12,2024,7
2024-08-07,Berlin,Lidl,Bakery,0.96,6,5.76,2024,8
2023-06-10,Cologne,Edeka,Produce,2.99,13,38.87,2023,6
2024-11-11,Leipzig,Edeka,Bakery,0.87,2,1.74,2024,11
2023-03-30,Cologne,Aldi,Bakery,3.72,8,29.76,2023,3
2024-11-18,Berlin,Aldi,Household,5.24,11,57.64,2024,11
2024-08-07,Frankfurt,Aldi,Bakery,2.88,7,20.16,2024,8
2024-08-11,Stuttgart,REWE,Bakery,2.59,18,46.62,2024,8
2023-06-08,Leipzig,Lidl,Beverages,4.08,4,16.32,2023,6
2024-05-03,Berlin,Aldi,Household,6.22,11,68.42,2024,5
2023-11-20,Frankfurt,REWE,Snacks,1.96,13,25.48,2023,11
2024-09-01,Leipzig,Edeka,Produce,3.87,3,11.61,2024,9
2024-01-16,Frankfurt,Lidl,Dairy,2.25,14,31.5,2024,1
2023-04-12,Cologne,Edeka,Household,5.7,19,108.3,2023,4
2024-05-08,Berlin,Aldi,Beverages,1.16,6,6.96,2024,5
2024-10-05,Berlin,Lidl,Beverages,3.38,18,60.84,2024,10
2024-09-05,Cologne,REWE,Household,11.03,14,154.42,2024,9
2023-01-19,Munich,Lidl,Produce,1.8,19,34.2,2023,1
2024-03-29,Berlin,Lidl,Household,13.25,9,119.25,2024,3
2024-04-26,Stuttgart,Lidl,Produce,1.02,3,3.06,2024,4
2024-08-16,Leipzig,Aldi,Snacks,1.75,3,5.25,2024,8
2024-02-01,Stuttgart,Edeka,Dairy,3.54,12,42.48,2024,2
2023-10-06,Hamburg,Edeka,Beverages,5.85,6,35.1,2023,10
2023-12-31,Hamburg,Aldi,Household,6.91,4,27.64,2023,12
2023-11-27,Berlin,Aldi,Snacks,2.78,16,44.48,2023,11
2024-10-02,Frankfurt,Edeka,Beverages,4.46,17,75.82,2024,10
2023-12-10,Stuttgart,Aldi,Household,14.18,17,241.06,2023,12
2024-03-30,Stuttgart,Aldi,Snacks,2.1,16,33.6,2024,3
2024-08-23,Cologne,Aldi,Household,9.67,14,135.38,2024,8
2024-12-25,Leipzig,Aldi,Snacks,1.15,1,1.15,2024,12
2024-10-16,Stuttgart,Edeka,Dairy,1.79,18,32.22,2024,10
2023-03-06,Frankfurt,REWE,Bakery,2.83,4,11.32,2023,3
2023-03-17,Hamburg,REWE,Beverages,3.8,7,26.6,2023,3
2024-12-11,Hamburg,Edeka,Snacks,1.95,5,9.75,2024,12
2023-05-23,Leipzig,Lidl,Snacks,2.66,4,10.64,2023,5
2024-08-27,Cologne,Lidl,Produce,1.6,4,6.4,2024,8
2024-04-17,Hamburg,REWE,Bakery,3.04,5,15.2,2024,4
2024-02-21,Leipzig,Edeka,Produce,1.35,10,13.5,2024,2
2023-11-01,Munich,REWE,Bakery,2.38,16,38.08,2023,11
2024-05-11,Hamburg,Lidl,Dairy,1.22,19,23.18,2024,5
2023-10-18,Stuttgart,REWE,Dairy,2.71,18,48.78,2023,10
2023-04-12,Frankfurt,REWE,Produce,4.2,3,12.6,2023,4
2023-09-24,Frankfurt,REWE,Produce,2.68,4,10.72,2023,9
2024-09-13,Munich,Lidl,Bakery,1.85,7,12.95,2024,9
2023-01-03,Leipzig,Lidl,Bakery,1.24,4,4.96,2023,1
2023-03-26,Frankfurt,Edeka,Produce,2.11,19,40.09,2023,3
2023-11-24,Leipzig,Aldi,Produce,4.36,12,52.32,2023,11
2024-03-25,Frankfurt,Lidl,Snacks,1.8,1,1.8,2024,3
2024-03-29,Leipzig,Aldi,Beverages,1.92,4,7.68,2024,3
2024-09-20,Frankfurt,REWE,Produce,4.5,11,49.5,2024,9
2023-08-09,Berlin,Aldi,Bakery,3.77,15,56.55,2023,8
2023-06-03,Munich,Edeka,Snacks,3.37,17,57.29,2023,6
2024-10-26,Leipzig,REWE,Household,8.74,4,34.96,2024,10
2023-01-12,Munich,Edeka,Dairy,2.88,14,40.32,2023,1
2023-05-13,Hamburg,Aldi,Dairy,1.92,19,36.48,2023,5
2023-10-31,Stuttgart,REWE,Dairy,2.05,16,32.8,2023,10
2023-10-20,Munich,Lidl,Snacks,2.14,2,4.28,2023,10
2023-10-27,Leipzig,Aldi,Produce,1.23,8,9.84,2023,10
2023-02-12,Cologne,Aldi,Beverages,5.81,13,75.53,2023,2
2023-12-09,Munich,REWE,Dairy,3.33,4,13.32,2023,12
2023-11-22,Leipzig,REWE,Produce,0.71,14,9.94,2023,11
2024-05-12,Cologne,Edeka,Dairy,1.76,18,31.68,2024,5
2023-12-30,Frankfurt,Lidl,Dairy,1.91,4,7.64,2023,12
2024-03-02,Stuttgart,Aldi,Dairy,0.84,12,10.08,2024,3
2023-01-21,Leipzig,Lidl,Bakery,3.95,14,55.3,2023,1
2024-02-11,Cologne,Lidl,Household,5.64,20,112.8,2024,2
2024-09-10,Stuttgart,Lidl,Snacks,0.84,11,9.24,2024,9
2023-12-02,Stuttgart,REWE,Snacks,3.15,17,53.55,2023,12
2023-04-27,Berlin,Lidl,Bakery,1.15,20,23.0,2023,4
2023-05-04,Leipzig,Edeka,Dairy,2.49,6,14.94,2023,5
2024-02-03,Stuttgart,Lidl,Snacks,1.72,14,24.08,2024,2
2024-12-15,Frankfurt,REWE,Snacks,0.92,16,14.72,2024,12
2023-02-20,Leipzig,REWE,Snacks,0.79,17,13.43,2023,2
2023-11-20,Leipzig,Lidl,Dairy,1.79,2,3.58,2023,11
2023-05-21,Cologne,Edeka,Dairy,2.13,10,21.3,2023,5
2024-04-14,Stuttgart,Aldi,Snacks,2.79,9,25.11,2024,4
2023-11-30,Frankfurt,Aldi,Beverages,4.62,18,83.16,2023,11
2024-01-08,Berlin,Edeka,Produce,2.59,7,18.13,2024,1
2024-07-17,Frankfurt,REWE,Produce,1.45,9,13.05,2024,7
2024-05-08,Frankfurt,Lidl,Dairy,3.92,6,23.52,2024,5
2024-06-22,Munich,Aldi,Beverages,4.25,13,55.25,2024,6
2024-10-30,Hamburg,Aldi,Household,6.53,16,104.48,2024,10
2023-06-05,Cologne,Lidl,Beverages,5.35,1,5.35,2023,6
2023-10-18,Hamburg,Aldi,Beverages,5.09,15,76.35,2023,10
2024-10-09,Berlin,Aldi,Bakery,0.8,4,3.2,2024,10
2023-05-24,Berlin,REWE,Bakery,3.58,18,64.44,2023,5
2023-04-16,Frankfurt,Aldi,Snacks,2.18,5,10.9,2023,4
2024-02-24,Hamburg,Aldi,Beverages,5.62,9,50.58,2024,2
2024-10-31,Cologne,REWE,Produce,3.97,9,35.73,2024,10
2024-10-19,Leipzig,Aldi,Household,3.9,17,66.3,2024,10
2023-01-02,Cologne,REWE,Bakery,1.89,15,28.35,2023,1
2024-08-11,Leipzig,Lidl,Dairy,1.95,3,5.85,2024,8
2024-10-05,Frankfurt,Aldi,Dairy,3.4,10,34.0,2024,10
2023-03-31,Cologne,Aldi,Beverages,3.69,5,18.45,2023,3
2023-12-11,Munich,Edeka,Household,5.52,5,27.6,2023,12
2023-12-16,Leipzig,Edeka,Household,11.9,5,59.5,2023,12
2024-04-03,Hamburg,Edeka,Snacks,2.53,20,50.6,2024,4
2023-09-20,Berlin,REWE,Beverages,4.97,3,14.91,2023,9
2023-12-17,Cologne,Aldi,Dairy,3.56,3,10.68,2023,12
2023-04-18,Leipzig,Aldi,Dairy,3.07,6,18.42,2023,4
2024-08-08,Cologne,Edeka,Snacks,1.16,9,10.44,2024,8
2023-02-08,Cologne,REWE,Bakery,1.42,5,7.1,2023,2
2023-06-08,Frankfurt,Edeka,Snacks,2.9,2,5.8,2023,6
2024-08-05,Berlin,Aldi,Produce,4.35,6,26.1,2024,8
2023-11-08,Leipzig,REWE,Household,8.53,11,93.83,2023,11
2023-08-29,Hamburg,Edeka,Dairy,4.45,4,17.8,2023,8
2024-03-20,Cologne,Aldi,Produce,1.83,13,23.79,2024,3
2023-10-25,Munich,Edeka,Dairy,3.51,19,66.69,2023,10
2023-02-05,Stuttgart,Lidl,Dairy,3.28,15,49.2,2023,2
2023-03-25,Leipzig,REWE,Beverages,4.73,2,9.46,2023,3
2024-03-27,Frankfurt,Lidl,Dairy,2.34,19,44.46,2024,3
2024-01-20,Hamburg,Lidl,Household,5.18,3,15.54,2024,1
2023-06-21,Cologne,REWE,Dairy,2.3,1,2.3,2023,6
2024-01-11,Hamburg,Lidl,Dairy,1.5,14,21.0,2024,1
2024-11-15,Frankfurt,Edeka,Dairy,1.21,16,19.36,2024,11
2023-12-28,Leipzig,Aldi,Beverages,4.42,6,26.52,2023,12
2024-07-12,Stuttgart,REWE,Beverages,5.93,7,41.51,2024,7
2023-05-21,Munich,Edeka,Household,10.67,8,85.36,2023,5
2023-04-28,Leipzig,Aldi,Household,3.75,7,26.25,2023,4
2023-10-04,Cologne,Lidl,Produce,2.85,20,57.0,2023,10
2024-12-26,Munich,REWE,Produce,3.22,12,38.64,2024,12
2023-08-08,Frankfurt,Lidl,Household,11.56,14,161.84,2023,8
2023-01-26,Munich,Aldi,Produce,3.99,15,59.85,2023,1
2024-06-04,Frankfurt,REWE,Snacks,1.25,17,21.25,2024,6
2023-01-10,Stuttgart,Edeka,Beverages,2.64,2,5.28,2023,1
2024-01-13,Munich,Lidl,Household,9.06,14,126.84,2024,1
2024-09-24,Hamburg,Edeka,Beverages,1.02,9,9.18,2024,9
2024-09-28,Leipzig,Edeka,Bakery,1.43,4,5.72,2024,9
2024-11-12,Hamburg,Edeka,Bakery,3.86,15,57.9,2024,11
2024-08-06,Frankfurt,REWE,Bakery,1.94,3,5.82,2024,8
2023-06-01,Hamburg,Lidl,Household,11.69,12,140.28,2023,6
2024-12-20,Stuttgart,Edeka,Produce,2.63,2,5.26,2024,12
2023-02-18,Munich,Aldi,Dairy,4.5,8,36.0,2023,2
2023-06-03,Leipzig,REWE,Snacks,3.22,17,54.74,2023,6
2023-10-20,Munich,Edeka,Beverages,2.43,13,31.59,2023,10
2024-08-02,Leipzig,Edeka,Produce,4.11,19,78.09,2024,8
2023-02-19,Cologne,Lidl,Snacks,2.25,1,2.25,2023,2
2024-10-25,Frankfurt,Edeka,Beverages,2.53,8,20.24,2024,10
2024-06-14,Hamburg,Edeka,Household,8.7,6,52.2,2024,6
2024-09-03,Stuttgart,Edeka,Snacks,1.63,9,14.67,2024,9
2023-03-01,Frankfurt,Lidl,Snacks,1.21,16,19.36,2023,3
2023-06-16,Hamburg,Edeka,Beverages,3.34,7,23.38,2023,6
2023-07-21,Cologne,Aldi,Snacks,1.89,16,30.24,2023,7
2023-05-26,Munich,REWE,Bakery,1.81,15,27.15,2023,5
2024-11-06,Leipzig,Edeka,Bakery,2.78,11,30.58,2024,11
2024-03-14,Munich,Lidl,Household,3.67,18,66.06,2024,3
2023-08-30,Stuttgart,Aldi,Snacks,3.43,7,24.01,2023,8
2024-08-03,Berlin,REWE,Produce,1.45,11,15.95,2024,8
2024-11-17,Frankfurt,Lidl,Dairy,3.07,4,12.28,2024,11
2024-07-14,Hamburg,Lidl,Household,7.22,1,7.22,2024,7
2024-04-27,Berlin,REWE,Beverages,1.05,7,7.35,2024,4
2023-04-18,Frankfurt,REWE,Produce,1.46,14,20.44,2023,4
2023-08-14,Leipzig,Lidl,Household,9.17,19,174.23,2023,8
2024-11-03,Hamburg,Aldi,Dairy,2.09,8,16.72,2024,11
2024-09-22,Cologne,Aldi,Beverages,5.18,16,82.88,2024,9
2024-10-22,Frankfurt,Aldi,Dairy,3.29,6,19.74,2024,10
2024-10-23,Hamburg,REWE,Household,4.04,11,44.44,2024,10
2024-03-07,Leipzig,Edeka,Beverages,5.68,20,113.6,2024,3
2024-10-16,Munich,Lidl,Bakery,1.57,7,10.99,2024,10
